Tag,Date,Time,PID,TID,Level,Message
M02B719,06-07,09:46:43.473,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4730, flag:0x10, SPS:1, PPS:1, pts:88129708
"
M02B720,06-07,09:46:43.474,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4820, flag:0x10, SPS:1, PPS:1, pts:88171416
"
M02B723,06-07,09:46:43.476,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4877, flag:0x10, SPS:1, PPS:1, pts:88213125
"
M02B729,06-07,09:46:43.478,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4896, flag:0x10, SPS:1, PPS:1, pts:88254833
"
M02B72C,06-07,09:46:43.479,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2502, flag:0x10, SPS:1, PPS:1, pts:88296541
"
M02B72F,06-07,09:46:43.481,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 5816, flag:0x10, SPS:1, PPS:1, pts:88338250
"
M02B746,06-07,09:46:43.486,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 43980, flag:0x10, SPS:1, PPS:1, pts:93635208
"
M02B74A,06-07,09:46:43.488,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3334, flag:0x10, SPS:1, PPS:1, pts:93676916
"
M02B74F,06-07,09:46:43.490,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 974, flag:0x10, SPS:1, PPS:1, pts:93718625
"
M02B756,06-07,09:46:43.491,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 898, flag:0x10, SPS:1, PPS:1, pts:93760333
"
M02B75C,06-07,09:46:43.493,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1094, flag:0x10, SPS:1, PPS:1, pts:93802041
"
M02B75F,06-07,09:46:43.495,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1927, flag:0x10, SPS:1, PPS:1, pts:93843750
"
M02B766,06-07,09:46:43.497,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1666, flag:0x10, SPS:1, PPS:1, pts:93885458
"
M02B76D,06-07,09:46:43.498,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1811, flag:0x10, SPS:1, PPS:1, pts:93927166
"
M02B775,06-07,09:46:43.500,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2203, flag:0x10, SPS:1, PPS:1, pts:93968875
"
M02B79D,06-07,09:46:43.515,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 46400, flag:0x10, SPS:1, PPS:1, pts:96721625
"
M02B7A3,06-07,09:46:43.517,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 30113, flag:0x10, SPS:1, PPS:1, pts:96763333
"
M02B7A9,06-07,09:46:43.519,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2758, flag:0x10, SPS:1, PPS:1, pts:96805041
"
M02B7AD,06-07,09:46:43.522,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3650, flag:0x10, SPS:1, PPS:1, pts:96846750
"
M02B7B0,06-07,09:46:43.524,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4188, flag:0x10, SPS:1, PPS:1, pts:96888458
"
M02B7B3,06-07,09:46:43.526,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4136, flag:0x10, SPS:1, PPS:1, pts:96930166
"
M02B7B9,06-07,09:46:43.527,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2708, flag:0x10, SPS:1, PPS:1, pts:96971875
"
M02B7BC,06-07,09:46:43.529,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 5153, flag:0x10, SPS:1, PPS:1, pts:97013583
"
M02B7CE,06-07,09:46:43.533,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 37269, flag:0x10, SPS:1, PPS:1, pts:101351250
"
M02B7D4,06-07,09:46:43.535,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1120, flag:0x10, SPS:1, PPS:1, pts:101392958
"
M02B7D7,06-07,09:46:43.537,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 536, flag:0x10, SPS:1, PPS:1, pts:101434666
"
M02B7DE,06-07,09:46:43.539,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 616, flag:0x10, SPS:1, PPS:1, pts:101476375
"
M02B7E1,06-07,09:46:43.541,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1402, flag:0x10, SPS:1, PPS:1, pts:101518083
"
M02B7E4,06-07,09:46:43.542,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1357, flag:0x10, SPS:1, PPS:1, pts:101559791
"
M02B7EA,06-07,09:46:43.544,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 957, flag:0x10, SPS:1, PPS:1, pts:101601500
"
M02B7ED,06-07,09:46:43.546,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 944, flag:0x10, SPS:1, PPS:1, pts:101643208
"
M02B7F4,06-07,09:46:43.548,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1236, flag:0x10, SPS:1, PPS:1, pts:101684916
"
M02B828,06-07,09:46:43.567,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 42392, flag:0x10, SPS:1, PPS:1, pts:106648208
"
M02B82B,06-07,09:46:43.570,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1838, flag:0x10, SPS:1, PPS:1, pts:106689916
"
M02B82E,06-07,09:46:43.572,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2275, flag:0x10, SPS:1, PPS:1, pts:106731625
"
M02B835,06-07,09:46:43.574,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2538, flag:0x10, SPS:1, PPS:1, pts:106773333
"
M02B838,06-07,09:46:43.575,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3274, flag:0x10, SPS:1, PPS:1, pts:106815041
"
M02B83E,06-07,09:46:43.577,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3423, flag:0x10, SPS:1, PPS:1, pts:106856750
"
M02B841,06-07,09:46:43.579,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1900, flag:0x10, SPS:1, PPS:1, pts:106898458
"
M02B844,06-07,09:46:43.580,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1890, flag:0x10, SPS:1, PPS:1, pts:106940166
"
M02B85B,06-07,09:46:43.585,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 37168, flag:0x10, SPS:1, PPS:1, pts:109234125
"
M02B85E,06-07,09:46:43.586,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 26725, flag:0x10, SPS:1, PPS:1, pts:109275833
"
M02B862,06-07,09:46:43.588,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4179, flag:0x10, SPS:1, PPS:1, pts:109317541
"
M02B865,06-07,09:46:43.590,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3966, flag:0x10, SPS:1, PPS:1, pts:109359250
"
M02B86B,06-07,09:46:43.592,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 5949, flag:0x10, SPS:1, PPS:1, pts:109400958
"
M02B871,06-07,09:46:43.593,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 5682, flag:0x10, SPS:1, PPS:1, pts:109442666
"
M02B874,06-07,09:46:43.595,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2835, flag:0x10, SPS:1, PPS:1, pts:109484375
"
M02B877,06-07,09:46:43.597,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 6105, flag:0x10, SPS:1, PPS:1, pts:109526083
"
M02B890,06-07,09:46:43.605,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 39376, flag:0x10, SPS:1, PPS:1, pts:112987875
"
M02B894,06-07,09:46:43.607,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1586, flag:0x10, SPS:1, PPS:1, pts:113029583
"
M02B899,06-07,09:46:43.609,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2169, flag:0x10, SPS:1, PPS:1, pts:113071291
"
M02B89F,06-07,09:46:43.610,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2880, flag:0x10, SPS:1, PPS:1, pts:113113000
"
M02B8A2,06-07,09:46:43.612,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4037, flag:0x10, SPS:1, PPS:1, pts:113154708
"
M02B8A8,06-07,09:46:43.613,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3237, flag:0x10, SPS:1, PPS:1, pts:113196416
"
M02B8B0,06-07,09:46:43.615,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3636, flag:0x10, SPS:1, PPS:1, pts:113238125
"
M02B8B7,06-07,09:46:43.617,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2098, flag:0x10, SPS:1, PPS:1, pts:113279833
"
M02B8BB,06-07,09:46:43.619,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3233, flag:0x10, SPS:1, PPS:1, pts:113321541
"
M02B8E7,06-07,09:46:43.631,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 39649, flag:0x10, SPS:1, PPS:1, pts:118034583
"
M02B8ED,06-07,09:46:43.634,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 2ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2459, flag:0x10, SPS:1, PPS:1, pts:118076291
"
M02B8F0,06-07,09:46:43.636,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2032, flag:0x10, SPS:1, PPS:1, pts:118118000
"
M02B8F3,06-07,09:46:43.637,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2671, flag:0x10, SPS:1, PPS:1, pts:118159708
"
M02B8F9,06-07,09:46:43.639,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2427, flag:0x10, SPS:1, PPS:1, pts:118201416
"
M02B900,06-07,09:46:43.641,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2470, flag:0x10, SPS:1, PPS:1, pts:118243125
"
M02B909,06-07,09:46:43.643,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2443, flag:0x10, SPS:1, PPS:1, pts:118284833
"
M02B90C,06-07,09:46:43.644,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2103, flag:0x10, SPS:1, PPS:1, pts:118326541
"
M02B910,06-07,09:46:43.646,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2839, flag:0x10, SPS:1, PPS:1, pts:118368250
"
M02B933,06-07,09:46:43.679,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 37250, flag:0x10, SPS:1, PPS:1, pts:126918458
"
M02B939,06-07,09:46:43.681,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 29304, flag:0x10, SPS:1, PPS:1, pts:126960166
"
M02B94D,06-07,09:46:43.683,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2325, flag:0x10, SPS:1, PPS:1, pts:127001875
"
M02B953,06-07,09:46:43.685,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 1827, flag:0x10, SPS:1, PPS:1, pts:127043583
"
M02B956,06-07,09:46:43.687,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2408, flag:0x10, SPS:1, PPS:1, pts:127085291
"
M02B95A,06-07,09:46:43.688,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4799, flag:0x10, SPS:1, PPS:1, pts:127127000
"
M02B95E,06-07,09:46:43.691,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4477, flag:0x10, SPS:1, PPS:1, pts:127168708
"
M02B961,06-07,09:46:43.693,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3560, flag:0x10, SPS:1, PPS:1, pts:127210416
"
M02B96B,06-07,09:46:43.694,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4279, flag:0x10, SPS:1, PPS:1, pts:127252125
"
M02B99E,06-07,09:46:43.726,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 2ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 42314, flag:0x10, SPS:1, PPS:1, pts:128253125
"
M02B9A7,06-07,09:46:43.729,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 28608, flag:0x10, SPS:1, PPS:1, pts:128294833
"
M02B9AA,06-07,09:46:43.731,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3808, flag:0x10, SPS:1, PPS:1, pts:128336541
"
M02B9B0,06-07,09:46:43.734,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 2ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3159, flag:0x10, SPS:1, PPS:1, pts:128378250
"
M02B9B7,06-07,09:46:43.736,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4229, flag:0x10, SPS:1, PPS:1, pts:128419958
"
M02B9BD,06-07,09:46:43.738,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4067, flag:0x10, SPS:1, PPS:1, pts:128461666
"
M02B9C2,06-07,09:46:43.739,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 5155, flag:0x10, SPS:1, PPS:1, pts:128503375
"
M02B9C6,06-07,09:46:43.742,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2452, flag:0x10, SPS:1, PPS:1, pts:128545083
"
M02B9CD,06-07,09:46:43.744,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4322, flag:0x10, SPS:1, PPS:1, pts:128586791
"
M02B9FB,06-07,09:46:43.760,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 34162, flag:0x10, SPS:1, PPS:1, pts:136761625
"
M02B9FF,06-07,09:46:43.763,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 28353, flag:0x10, SPS:1, PPS:1, pts:136803333
"
M02BA04,06-07,09:46:43.765,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3417, flag:0x10, SPS:1, PPS:1, pts:136845041
"
M02BA0A,06-07,09:46:43.767,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3539, flag:0x10, SPS:1, PPS:1, pts:136886750
"
M02BA0D,06-07,09:46:43.769,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4657, flag:0x10, SPS:1, PPS:1, pts:136928458
"
M02BA14,06-07,09:46:43.772,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4050, flag:0x10, SPS:1, PPS:1, pts:136970166
"
M02BA1D,06-07,09:46:43.774,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2939, flag:0x10, SPS:1, PPS:1, pts:137011875
"
M02BA23,06-07,09:46:43.776,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2798, flag:0x10, SPS:1, PPS:1, pts:137053583
"
M02BA27,06-07,09:46:43.778,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3065, flag:0x10, SPS:1, PPS:1, pts:137095291
"
M02BA55,06-07,09:46:43.812,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 1, in {0xe42fd000, 0x20000000}, consume byte: 36410, flag:0x10, SPS:1, PPS:1, pts:140890750
"
M02BA5C,06-07,09:46:43.814,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 3177, flag:0x10, SPS:1, PPS:1, pts:140932458
"
M02BA5F,06-07,09:46:43.816,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4184, flag:0x10, SPS:1, PPS:1, pts:140974166
"
M02BA65,06-07,09:46:43.819,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 2ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 2844, flag:0x10, SPS:1, PPS:1, pts:141015875
"
M02BA69,06-07,09:46:43.822,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4222, flag:0x10, SPS:1, PPS:1, pts:141057583
"
M02BA6D,06-07,09:46:43.824,765,10481,I,"SPRDAVCDecoder: onQueueFilled, 1331, decRet: 0, 1ms, dec_out.frameEffective: 1, needIVOP: 0, in {0xe42fd000, 0x20000000}, consume byte: 4126, flag:0x10, SPS:1, PPS:1, pts:141099291
"
